"Photo","ci_bar","chamber","lcl","ucl","pred"
9.29533107775,262.199771485785,"ch04",9.58075040666509,10.8851972734808,10.2153526086784
9.21565158133333,268.433870798782,"ch11",9.63682857012531,10.8115514513163,10.2064713856118
8.27825518925,270.265394241716,"ch04",9.65766623922079,10.7726242012995,10.2038621605367
11.0547125925,271.03127266282,"ch09",9.66533617281863,10.7577014041952,10.2027710747586
10.1026217475,275.533019567986,"ch03",9.70897306366644,10.6921889831344,10.1963577957191
11.6671630075,278.400031821247,"ch06",9.73655062931004,10.6503783137973,10.1922733924914
11.3315310975,278.746826322789,"ch03",9.73989078534735,10.6474293831557,10.1917793420807
8.88552267225,279.250314693638,"ch10",9.74595571998418,10.6454816889882,10.1910620624371
11.9399855166667,280.818214575442,"ch01",9.7594957160636,10.6284031831246,10.188828400781
10.345720875,282.329299044084,"ch07",9.76961672237679,10.6217124071773,10.1866756795033
11.4033377475,282.804226287003,"ch10",9.77231461224302,10.6153196211711,10.1859990886161
9.74804740268,284.855372496872,"ch10",9.78424753520938,10.594826869747,10.183076984537
9.691445092,285.112587088528,"ch11",9.78580158440413,10.5941812582118,10.1827105514647
10.3095482925,285.152875522219,"ch06",9.78597766131453,10.5940801337875,10.182653155753
12.069830635,285.511172560677,"ch01",9.78774234148321,10.5932343820145,10.1821427185972
8.70556545208333,288.876158452731,"ch08",9.80805883481793,10.5635547164469,10.177348892124
9.6137466775,289.229068689772,"ch11",9.81129096388942,10.5607440330488,10.1768461291136
11.0404936106667,289.818326581644,"ch09",9.81306643678224,10.5592492098774,10.1760066604881
10.2901918477778,289.864068104212,"ch01",9.8131988560013,10.5591856108392,10.1759414961965
9.49787581325,290.567473778735,"ch06",9.81108827473131,10.5501408825564,10.1749394103477
11.576315885,290.585887192979,"ch09",9.81116013151606,10.5498703027602,10.174913178228
8.78160631733333,291.542334691544,"ch08",9.81541705722106,10.5446674810106,10.1735506039154
8.836509756,292.243310883728,"ch12",9.81614836675564,10.5464637548111,10.1725519791559
9.49494029075,292.278786537238,"ch08",9.81615192366205,10.5462761933295,10.1725014398276
10.4555317133334,293.380253812349,"ch09",9.81523036014953,10.5399083444314,10.1709322674292
9.0690375116,293.429160945944,"ch09",9.81538692627275,10.5396242097053,10.1708625933446
9.55302063,293.660393531637,"ch10",9.81698552995619,10.5382808227067,10.1705331747597
11.11797191,293.824331809426,"ch08",9.81679650075024,10.5373283940068,10.1702996249971
9.77161241775,297.721610627877,"ch03",9.81807170538158,10.5148812106954,10.1647474833322
11.438101742,297.943540788579,"ch07",9.81904024722831,10.5136384437596,10.1644313171687
10.8538244266667,298.393791998308,"ch05",9.82017668618306,10.5116299833195,10.163789880254
11.0077898025,299.367061922758,"ch12",9.81784439380917,10.5122963544488,10.1624033403756
10.3679553375,302.60757800118,"ch10",9.80315187961544,10.5162525658183,10.1577868360984
8.42873063406667,302.732474931817,"ch07",9.80300604956818,10.5167561648075,10.157608905423
11.0027616822222,303.4131035343,"ch07",9.80221134548088,10.5183600123255,10.1566392682484
9.40075917533333,303.429842939323,"ch04",9.80219180049917,10.5184393931547,10.1566154209558
10.166107932,303.807539111105,"ch06",9.8017293927472,10.5175746118488,10.1560773474051
11.3276091275,305.257870913029,"ch12",9.79716748722094,10.5117460592181,10.1540111755964
11.1362201233333,305.643008627819,"ch05",9.79537546517365,10.5099962902748,10.153462500674
11.3242118188889,307.034217907097,"ch03",9.78115961439527,10.5171087275143,10.1514805559983
8.821363372,307.45233685685,"ch07",9.77785511415217,10.5192078811054,10.1508848953463
8.859533605,307.984518597721,"ch05",9.77671808938178,10.5217918579814,10.1501267385517
10.6003781225,309.051315780778,"ch12",9.76483508140168,10.5293871775868,10.1486069578626
9.59102950152,311.020319155308,"ch05",9.74090018656632,10.5348042402731,10.1458018761162
10.4804897565,311.958682329626,"ch02",9.72739080182425,10.5431381002781,10.1444650650951
9.2222512072,313.379616882246,"ch05",9.70673805067096,10.5457000997894,10.142440773198
10.6930710775,315.57466083753,"ch02",9.67902839557192,10.552916542478,10.1393136695013
12.3877454225,317.299785484951,"ch01",9.66263415744019,10.5611634064388,10.1368560222868
10.42372913,317.350328231058,"ch11",9.66224286580558,10.561802577948,10.1367840180757
9.811307733,322.735775335618,"ch02",9.6073471514219,10.6003763616155,10.1291118019869
10.4484086815,324.461180481797,"ch02",9.58729589870922,10.6101458124574,10.1266537551683
9.29070731475,325.275958968252,"ch02",9.57698063412568,10.6235041603148,10.1254930053751
8.79943036575,339.002003791644,"ch12",9.37239251747203,10.7386049594544,10.1059386062907
9.27269371588889,345.049217355357,"ch04",9.29390795364578,10.810654048592,10.0973236244154
11.01969826,347.159354968017,"ch02",9.26946242088004,10.8361010699553,10.0943174799993
9.8481587354,349.625811568342,"ch12",9.23268235278012,10.8661901265553,10.0908037163983
